order_id,order_date,customer_name,customer_email,city,product_name,category,quantity,unit_price,discount_pct,discount_amount,total_price,payment_method,status
ORD-0036,2026-02-06,Advika Jayaraman,william46@example.org,Pune,Desk Chair,Furniture,5,8500,0,0.0,42500.0,Credit Card,Returned
ORD-0037,2026-02-11,Tanvi Mutti,andratara@example.net,MUMBAI,Monitor,Electronics,2,18000,0,0.0,36000.0,Cash,Completed
ORD-0038,2025-12-31,Ethan Yogi,yashawinilanka@example.org,Delhi,Monitor,Electronics,4,18000,5,900.0,68400.0,UPI,Completed
ORD-0039,2026-05-24,Ekapad Konda,bhavani27@example.net,Mumbai,Monitor,Electronics,3,18000,20,3600.0,43200.0,Credit Card,Completed
ORD-0040,2026-02-24,Abhiram Mistry,desaiaishani@example.org,BANGALORE,Desk Chair,Furniture,5,8500,5,425.0,40375.0,Cash,Completed
ORD-0041,2026-05-07,Nachiket Magar,shivansh53@example.net,Mumbai,Notebook,Stationery,4,120,0,0.0,480.0,Cash,Pending
ORD-0042,2026-01-28,Yashasvi Suresh,charan16@example.com,Delhi,Mouse,Electronics,1,499,15,74.85,424.15,UPI,Completed
ORD-0043,2025-06-13,Gauri De,neel78@example.net,Pune,Keyboard,Electronics,4,999,5,49.95,3796.2,Credit Card,Returned
ORD-0044,2025-11-09,Isaac Borra,balendrapingle@example.net,Delhi,Laptop,Electronics,2,55000,5,2750.0,104500.0,Cash,Completed
ORD-0045,2025-12-27,Qushi Datta,morarjanya@example.org,Pune,Headphones,Electronics,3,2999,5,149.95,8547.15,Credit Card,Completed
ORD-0046,2026-05-11,Shivansh Krish,pandyaniharika@example.net,Delhi,Notebook,Stationery,2,120,0,0.0,240.0,Debit Card,Completed
ORD-0047,2026-03-14,Warjas Gaba,nitarabakshi@example.org,Bangalore,Laptop,Electronics,5,55000,5,2750.0,261250.0,UPI,Pending
ORD-0048,2026-03-09,Nisha Kothari,nathaniel16@example.org,Mumbai,Mouse,Electronics,2,499,0,0.0,998.0,Credit Card,Returned
ORD-0049,2026-04-25,Tristan Iyengar,tpalla@example.org,Delhi,Mouse,Electronics,5,-999,0,0.0,2495.0,Net Banking,Completed
ORD-0050,2025-08-21,Reyansh Rastogi,arya14@example.com,Chennai,Monitor,Electronics,5,18000,10,1800.0,81000.0,Debit Card,Completed
ORD-0051,2026-01-31,Garima Bala,lalpranav@example.net,Kolkata,Pen Set,Stationery,2,250,0,0.0,500.0,Credit Card,Completed
ORD-0052,2025-09-07,Ikbal Saraf,dipta69@example.net,MUMBAI,Headphones,Electronics,3,2999,20,599.8,7197.6,UPI,Returned
ORD-0053,2025-07-10,Ranveer Kumar,sarinaarav@example.net,Hyderabad,Mouse,Electronics,1,499,10,49.9,449.1,Net Banking,Completed
ORD-0054,2026-05-21,Januja Sankar,narayanandipta@example.net,HYDERABAD,Keyboard,Electronics,3,999,0,0.0,2997.0,Debit Card,Completed
ORD-0055,2026-04-21,Charita Tripathi,nilima56@example.net,Ludhiana,Keyboard,Electronics,4,999,20,199.8,3196.8,Net Banking,Pending
ORD-0056,2025-09-18,Rehaan Salvi,nghosh@example.net,Mumbai,Laptop,Electronics,5,55000,0,0.0,275000.0,Credit Card,Completed
ORD-0057,2025-09-20,Aadi Modi,shivansh69@example.net,BANGALORE,Mouse,Electronics,1,499,15,74.85,424.15,Debit Card,Completed
ORD-0058,2026-02-05,Udyati Sathe,gkala@example.com,Ludhiana,Desk Chair,Furniture,3,8500,0,0.0,25500.0,Net Banking,Returned
ORD-0059,2026-03-31,Frado Mander,girik34@example.org,Kolkata,Notebook,Stationery,1,120,0,0.0,120.0,Debit Card,Completed
ORD-0060,2026-04-05,Manan Bakshi,kondavaishnavi@example.net,Bangalore,Laptop,Electronics,3,55000,20,11000.0,132000.0,Debit Card,Completed
ORD-0061,2026-04-22,Tamanna Sachdeva,leenatalwar@example.com,Kolkata,Headphones,Electronics,5,2999,15,449.85,12745.75,Net Banking,Completed
ORD-0062,2025-08-29,Abdul Chhabra,lkanda@example.net,BANGALORE,Mouse,Electronics,1,499,15,74.85,424.15,Net Banking,Completed
ORD-0063,2025-12-14,Chandresh Krish,shankiaan@example.com,BANGALORE,Pen Set,Stationery,5,250,10,25.0,1125.0,Cash,Completed
ORD-0064,2026-02-10,Saanvi Thaman,ksehgal@example.net,Delhi,Laptop,Electronics,3,55000,0,0.0,165000.0,Debit Card,Completed
ORD-0065,2099-01-01,Shivani Lad,aradhanaverma@example.com,KOLKATA,Desk Chair,Furniture,1,8500,0,0.0,8500.0,Net Banking,Completed
ORD-0066,2026-01-25,Anvi Sarraf,mangalwahab@example.com,Bangalore,Desk Chair,Furniture,2,8500,20,1700.0,13600.0,Cash,Completed
ORD-0067,2025-10-04,Faris Devi,vihaanrajagopal@example.net,Kolkata,Keyboard,Electronics,3,999,20,199.8,2397.6,Credit Card,Completed
ORD-0068,2025-07-25,Devansh Sachdeva,inarayanan@example.com,Delhi,Keyboard,Electronics,1,999,5,49.95,949.05,Cash,Completed
ORD-0069,2025-11-04,Samuel Salvi,wbahri@example.net,LUDHIANA,Desk Chair,Furniture,4,8500,0,0.0,34000.0,Credit Card,Completed
ORD-0070,2025-10-21,Abeer Pandey,madhavi68@example.net,Chennai,Laptop,Electronics,2,-999,5,2750.0,104500.0,Debit Card,Completed
ORD-0071,2026-03-08,Vinaya Kanda,rajata70@example.com,Kolkata,Notebook,Stationery,3,120,15,18.0,306.0,Net Banking,Completed
ORD-0072,2025-10-04,Noah Sibal,aviramesh@example.net,Bangalore,Laptop,Electronics,1,55000,0,0.0,55000.0,Net Banking,Completed
ORD-0073,2026-01-01,Fiyaz Sangha,triyagopal@example.org,Kolkata,Laptop,Electronics,1,55000,10,5500.0,49500.0,Debit Card,Completed
ORD-0074,2025-09-05,Falak Kakar,vnarain@example.com,Mumbai,Monitor,Electronics,5,18000,10,1800.0,81000.0,Cash,Pending
ORD-0075,2025-09-12,Zayyan Bumb,vbahl@example.net,Kolkata,Desk Chair,Furniture,3,8500,0,0.0,25500.0,UPI,Pending
ORD-0076,2025-06-16,Udarsh Biswas,balasubramanianyug@example.org,MUMBAI,Desk Chair,Furniture,3,8500,5,425.0,24225.0,Debit Card,Pending
ORD-0077,2026-04-17,Michael Khare,urvashicontractor@example.net,Ludhiana,Pen Set,Stationery,1,250,15,37.5,212.5,Net Banking,Completed
ORD-0078,2025-08-19,Aahana Pillay,ishwargade@example.com,Ludhiana,Monitor,Electronics,3,18000,5,900.0,51300.0,Net Banking,Completed
ORD-0079,2025-07-07,Devika Prashad,eissac@example.net,Kolkata,Desk Chair,Furniture,4,8500,15,1275.0,28900.0,Credit Card,Pending
ORD-0080,2026-02-19,Harsh Mitra,barmanidika@example.net,Delhi,Notebook,Stationery,4,120,10,12.0,432.0,Debit Card,Completed
ORD-0081,2025-11-09,Ekapad Toor,advik67@example.org,Chennai,Desk Chair,Furniture,4,8500,20,1700.0,27200.0,Cash,Returned
ORD-0082,2025-11-11,Tripti Dua,ugoda@example.net,Pune,Headphones,Electronics,2,2999,10,299.9,5398.2,Credit Card,Completed
ORD-0083,2026-02-03,Veda Shroff,uloyal@example.org,Chennai,Notebook,Stationery,5,120,15,18.0,510.0,UPI,Completed
ORD-0084,2026-04-14,Arya Seshadri,ucchalraghavan@example.com,Hyderabad,Notebook,Stationery,2,120,20,24.0,192.0,Credit Card,Completed
ORD-0085,2025-06-07,Ekta Gopal,wkala@example.com,Mumbai,Laptop,Electronics,2,55000,5,2750.0,104500.0,Cash,Returned
ORD-0086,2025-10-06,Anya Anne,frederickkhurana@example.net,KOLKATA,Desk Chair,Furniture,4,8500,5,425.0,32300.0,Credit Card,Completed
ORD-0087,2025-10-31,Wridesh Soni,,Kolkata,Laptop,Electronics,1,55000,20,11000.0,44000.0,Credit Card,Completed
ORD-0088,2025-07-02,Timothy Ravel,daminipillay@example.com,Hyderabad,Headphones,Electronics,1,2999,10,299.9,2699.1,UPI,Returned
ORD-0089,2025-12-27,Pavani Narayanan,sudiksha44@example.com,Chennai,Keyboard,Electronics,4,999,15,149.85,3396.6,Cash,Pending
ORD-0090,2025-08-24,Reyansh Mutti,wasonqasim@example.org,Bangalore,Monitor,Electronics,5,18000,5,900.0,85500.0,Cash,Returned
ORD-0091,2025-08-19,Aradhana Vohra,harish34@example.org,Ludhiana,Notebook,Stationery,2,120,20,24.0,192.0,Net Banking,Returned
ORD-0092,2025-10-14,Chasmum Atwal,anushabath@example.org,Mumbai,Desk Chair,Furniture,3,8500,5,425.0,24225.0,Debit Card,Completed
ORD-0093,2025-12-27,Jonathan Swaminathan,arorabhavani@example.com,Mumbai,Notebook,Stationery,3,120,0,0.0,360.0,Credit Card,Completed
ORD-0094,2025-11-28,Harini Gour,krishnanvanya@example.org,Bangalore,Desk Chair,Furniture,4,8500,15,1275.0,28900.0,Credit Card,Completed
ORD-0095,2026-04-11,Nandini Swamy,beramax@example.org,Pune,Monitor,Electronics,4,18000,0,0.0,72000.0,Cash,Completed
ORD-0096,2026-04-07,Frederick Kothari,sahaupkaar@example.net,Delhi,Desk Chair,Furniture,4,8500,5,425.0,32300.0,Net Banking,Returned
ORD-0097,2025-10-21,Saanvi Mishra,kmody@example.net,Ludhiana,Headphones,Electronics,1,2999,0,0.0,2999.0,Cash,Returned
ORD-0098,2025-06-19,Sarthak Kakar,finn23@example.org,Ludhiana,Desk Chair,Furniture,4,8500,0,0.0,34000.0,Cash,Returned
ORD-0099,2025-12-27,Naksh Agate,sseshadri@example.net,Kolkata,Laptop,Electronics,4,55000,0,0.0,220000.0,Credit Card,Returned
ORD-0100,2025-11-25,Bachittar Kata,barkha71@example.net,Delhi,Keyboard,Electronics,5,999,10,99.9,4495.5,Cash,Pending
ORD-0101,2025-08-25,Rudra Sandal,karmanthan@example.com,Kolkata,Laptop,Electronics,1,55000,15,8250.0,46750.0,Credit Card,Returned
ORD-0102,2026-04-13,Ekbal Bhasin,damyantimani@example.com,Kolkata,Keyboard,Electronics,1,999,0,0.0,999.0,Debit Card,Completed
ORD-0103,2025-07-14,Daksha Rau,xiti87@example.com,Kolkata,Headphones,Electronics,3,2999,0,0.0,8997.0,Debit Card,Returned
ORD-0104,2025-06-27,Rachana Naidu,atharv13@example.net,Delhi,Notebook,Stationery,1,120,5,6.0,114.0,Net Banking,Completed
ORD-0105,2026-04-16,Amruta Baria,upmavenkataraman@example.net,Mumbai,Pen Set,Stationery,2,250,15,37.5,425.0,UPI,Completed
ORD-0106,2025-11-14,Pratyush Sarin,echand@example.com,Delhi,Desk Chair,Furniture,2,8500,20,1700.0,13600.0,Net Banking,Completed
ORD-0107,2025-11-01,Ekani Cheema,forumsabharwal@example.net,Mumbai,Desk Chair,Furniture,2,8500,5,425.0,16150.0,Net Banking,Completed
ORD-0108,2025-12-05,Nandini Bansal,uchakrabarti@example.com,Chennai,Headphones,Electronics,3,2999,20,599.8,7197.6,Credit Card,Pending
ORD-0109,2025-09-29,Netra Varkey,shereodika@example.org,Mumbai,Mouse,Electronics,2,499,0,0.0,998.0,Net Banking,Completed
ORD-0110,2025-08-07,Wishi Sathe,janiamara@example.net,Kolkata,Notebook,Stationery,5,120,15,18.0,510.0,Cash,Completed
ORD-0111,2025-07-16,Raksha Sundaram,balakrishnanwriddhish@example.net,HYDERABAD,Mouse,Electronics,5,499,15,74.85,2120.75,UPI,Completed
ORD-0112,2025-07-27,Akshay Reddy,karishaan@example.com,Delhi,Mouse,Electronics,5,499,20,99.8,1996.0,Debit Card,Pending
ORD-0113,2025-07-11,Wishi Manne,ojasvi77@example.org,Chennai,Monitor,Electronics,3,18000,0,0.0,54000.0,UPI,Returned
ORD-0114,2025-11-20,Leela Halder,ekarajmajumdar@example.com,Chennai,Headphones,Electronics,1,2999,5,149.95,2849.05,Cash,Completed
ORD-0115,2025-10-05,Aarnav Mandal,vrishti27@example.net,Ludhiana,Monitor,Electronics,2,18000,15,2700.0,30600.0,Net Banking,Pending
ORD-0116,2025-12-01,Gaurangi Purohit,mnagy@example.net,Ludhiana,Headphones,Electronics,4,2999,5,149.95,11396.2,Debit Card,Completed
ORD-0117,2025-08-27,Vivaan Roy,nadkarniurvashi@example.net,Hyderabad,Mouse,Electronics,3,499,5,24.95,1422.15,Cash,Pending
ORD-0118,2026-05-16,Libni Doshi,ibansal@example.net,Pune,Monitor,Electronics,3,18000,0,0.0,54000.0,Debit Card,Completed
ORD-0119,2026-01-11,Harish Sarraf,voratanmayi@example.org,Ludhiana,Headphones,Electronics,2,2999,0,0.0,5998.0,Debit Card,Completed
ORD-0120,2026-03-03,Nimrat Dubey,singhalka@example.com,Hyderabad,Notebook,Stationery,5,120,0,0.0,600.0,UPI,Completed
ORD-0121,2026-01-24,Faris Narasimhan,onadig@example.net,Hyderabad,Monitor,Electronics,4,18000,10,1800.0,64800.0,Cash,Returned
ORD-0122,2026-05-06,Balendra Biswas,bhavnakaran@example.net,Ludhiana,Headphones,Electronics,1,2999,0,0.0,2999.0,Credit Card,Returned
ORD-0123,2025-07-01,Guneet Chaudhry,sganesan@example.com,Chennai,Desk Chair,Furniture,3,8500,15,1275.0,21675.0,Cash,Pending
ORD-0124,2026-05-12,Chakradhar Nair,memonjagrati@example.com,Chennai,Pen Set,Stationery,4,250,15,37.5,850.0,Debit Card,Returned
ORD-0125,2025-11-10,Yash Wali,kgole@example.org,HYDERABAD,Notebook,Stationery,3,120,0,0.0,360.0,UPI,Completed
ORD-0126,2025-06-26,Wridesh Tank,vincentshenoy@example.net,Bangalore,Pen Set,Stationery,1,250,15,37.5,212.5,Credit Card,Completed
ORD-0127,2025-09-02,Aadhya Andra,rmani@example.net,LUDHIANA,Headphones,Electronics,3,2999,15,449.85,7647.45,UPI,Completed
ORD-0128,2025-07-27,Riya Pai,panini47@example.com,Bangalore,Notebook,Stationery,2,120,0,0.0,240.0,Debit Card,Completed
ORD-0129,2025-08-12,Vasudha Chhabra,lakshmiparmer@example.net,Delhi,Keyboard,Electronics,3,999,0,0.0,2997.0,Net Banking,Completed
ORD-0130,2025-09-18,Anthony Randhawa,abhiram90@example.net,Delhi,Keyboard,Electronics,4,999,0,0.0,3996.0,Net Banking,Completed
ORD-0131,2026-03-12,Bhavini Karpe,theodore39@example.com,Chennai,Headphones,Electronics,4,2999,5,149.95,11396.2,Credit Card,Completed
ORD-0132,2026-02-14,Gunbir Baral,ridhi09@example.com,Mumbai,Notebook,Stationery,4,120,0,0.0,480.0,Cash,Returned
ORD-0133,2026-03-07,Gautam Merchant,ojasvi23@example.org,Delhi,Mouse,Electronics,5,499,15,74.85,2120.75,Credit Card,Completed
ORD-0134,2026-03-28,Yachana Mahajan,aarinisubramaniam@example.com,Mumbai,Notebook,Stationery,1,120,0,0.0,120.0,Net Banking,Returned
ORD-0135,2026-03-12,Ishwar Sidhu,dhaliwalupkaar@example.net,Pune,Desk Chair,Furniture,5,8500,5,425.0,40375.0,Cash,Completed
ORD-0136,2026-03-04,Jasmit Chana,qatwal@example.net,Delhi,Monitor,Electronics,3,18000,10,1800.0,48600.0,Net Banking,Completed
ORD-0137,2025-07-13,Jyoti Lala,,MUMBAI,Desk Chair,Furniture,2,8500,0,0.0,17000.0,Credit Card,Completed
ORD-0138,2025-08-25,Aryan Narang,devshetty@example.net,Bangalore,Keyboard,Electronics,5,999,0,0.0,4995.0,UPI,Returned
ORD-0139,2025-09-21,Jackson Dey,baraddaksha@example.com,LUDHIANA,Headphones,Electronics,5,2999,5,149.95,14245.25,UPI,Completed
ORD-0140,2025-07-11,Wahab Yogi,lipikasetty@example.com,Pune,Notebook,Stationery,3,120,15,18.0,306.0,UPI,Completed
ORD-0141,2026-02-11,Mohammed Sachdeva,surinikita@example.com,Hyderabad,Notebook,Stationery,5,120,15,18.0,510.0,Cash,Completed
ORD-0142,2099-01-01,Teerth Sawhney,xkeer@example.org,Bangalore,Desk Chair,Furniture,2,8500,0,0.0,17000.0,UPI,Completed
ORD-0143,2026-02-17,Jagrati Bhat,mmajumdar@example.org,Ludhiana,Keyboard,Electronics,3,999,10,99.9,2697.3,Cash,Completed
ORD-0144,2026-04-21,Gavin Kala,,Kolkata,Headphones,Electronics,3,2999,15,449.85,7647.45,Debit Card,Pending
ORD-0145,2025-07-14,Ekapad Johal,virajnarasimhan@example.org,Delhi,Headphones,Electronics,4,2999,0,0.0,11996.0,Cash,Completed
ORD-0146,2026-03-29,Aradhana Dhillon,zashilghosh@example.org,Hyderabad,Notebook,Stationery,1,120,0,0.0,120.0,Net Banking,Pending
ORD-0147,2026-02-07,Karan Aurora,wazir95@example.org,Delhi,Laptop,Electronics,3,55000,10,5500.0,148500.0,Credit Card,Returned
ORD-0148,2025-08-02,Charles Date,hvora@example.net,Kolkata,Headphones,Electronics,3,2999,0,0.0,8997.0,Cash,Completed
ORD-0149,2025-06-20,Saumya Pathak,,Chennai,Headphones,Electronics,3,2999,5,149.95,8547.15,Debit Card,Completed
ORD-0150,2026-01-20,Charvi Shanker,,Pune,Keyboard,Electronics,3,999,5,49.95,2847.15,Debit Card,Returned
ORD-0151,2025-11-08,Vritti Sawhney,buchekanta@example.net,Chennai,Laptop,Electronics,4,55000,0,0.0,220000.0,Debit Card,Completed
ORD-0152,2025-07-23,Jonathan Maharaj,lakshmi98@example.com,DELHI,Mouse,Electronics,4,499,20,99.8,1596.8,Net Banking,Returned
ORD-0153,2025-11-19,Hardik Contractor,qushiseth@example.org,CHENNAI,Monitor,Electronics,1,18000,0,0.0,18000.0,Net Banking,Returned
ORD-0154,2025-11-03,Sudiksha Rastogi,uchandran@example.com,Ludhiana,Headphones,Electronics,1,2999,0,0.0,2999.0,Net Banking,Completed
ORD-0155,2025-09-25,Kavya Dua,fbhavsar@example.org,Pune,Notebook,Stationery,4,120,15,18.0,408.0,UPI,Completed
ORD-0156,2025-07-02,Gopal Pradhan,darpannarayan@example.net,Delhi,Desk Chair,Furniture,2,8500,0,0.0,17000.0,Net Banking,Returned
ORD-0157,2025-07-13,Irya Sampath,manidevika@example.com,Mumbai,Mouse,Electronics,2,499,20,99.8,798.4,Cash,Completed
ORD-0158,2025-07-06,Mohammed Subramaniam,hritikpalla@example.net,Ludhiana,Keyboard,Electronics,4,999,15,149.85,3396.6,Net Banking,Completed
ORD-0159,2025-10-16,Arya Kara,mbal@example.net,Hyderabad,Monitor,Electronics,4,18000,5,900.0,68400.0,Cash,Pending
ORD-0160,2026-04-14,Ayush Gole,dayamai55@example.org,Bangalore,Keyboard,Electronics,4,999,0,0.0,3996.0,UPI,Completed
ORD-0161,2025-08-05,Nandini Boase,azaanchand@example.net,Ludhiana,Monitor,Electronics,3,18000,20,3600.0,43200.0,UPI,Completed
ORD-0162,2025-12-19,Krisha Saini,kom@example.com,Pune,Notebook,Stationery,5,120,10,12.0,540.0,Credit Card,Returned
ORD-0163,2025-09-25,Frado Ben,nakulbawa@example.net,Kolkata,Headphones,Electronics,3,2999,0,0.0,8997.0,Cash,Completed
ORD-0164,2025-06-27,Saanvi Samra,asathe@example.com,Kolkata,Desk Chair,Furniture,2,8500,10,850.0,15300.0,Credit Card,Returned
ORD-0165,2025-08-18,Hemani Sani,mandervidhi@example.net,Pune,Laptop,Electronics,3,55000,15,8250.0,140250.0,Cash,Returned
ORD-0166,2026-02-10,Chakradev Kannan,,Bangalore,Keyboard,Electronics,4,999,0,0.0,3996.0,Net Banking,Pending
ORD-0167,2025-09-21,Laksh Kumer,falak10@example.com,Pune,Pen Set,Stationery,1,250,20,50.0,200.0,UPI,Pending
ORD-0168,2026-03-13,Parth Dayal,twalia@example.org,Bangalore,Headphones,Electronics,1,2999,15,449.85,2549.15,Cash,Completed
ORD-0169,2025-12-07,Ekbal Ranganathan,sarinanirudh@example.com,Ludhiana,Mouse,Electronics,4,499,20,99.8,1596.8,Debit Card,Pending
ORD-0170,2026-05-19,Dhriti Sanghvi,ssahni@example.org,CHENNAI,Monitor,Electronics,1,18000,20,3600.0,14400.0,Net Banking,Returned
ORD-0171,2025-10-31,Ekta Garg,fpathak@example.com,Delhi,Pen Set,Stationery,4,250,20,50.0,800.0,Net Banking,Completed
ORD-0172,2026-04-19,Yagnesh Sarin,fviswanathan@example.com,Mumbai,Desk Chair,Furniture,3,8500,0,0.0,25500.0,Cash,Completed
ORD-0173,2026-04-30,Harinakshi Kant,om18@example.net,Ludhiana,Mouse,Electronics,4,499,0,0.0,1996.0,UPI,Completed
ORD-0174,2025-07-10,Ikshita Panchal,warinderchauhan@example.org,CHENNAI,Pen Set,Stationery,1,250,0,0.0,250.0,Debit Card,Returned
ORD-0175,2025-09-03,Oscar Dua,goelwakeeta@example.com,Kolkata,Keyboard,Electronics,2,999,10,99.9,1798.2,Net Banking,Completed
ORD-0176,2026-03-15,Ekantika Mutti,riabir@example.com,KOLKATA,Keyboard,Electronics,2,999,0,0.0,1998.0,Net Banking,Completed
ORD-0177,2025-11-14,Anvi Bhalla,yashica14@example.com,Hyderabad,Headphones,Electronics,5,2999,0,0.0,14995.0,Cash,Completed
ORD-0178,2025-11-18,Dakshesh Pillay,faraj19@example.net,Delhi,Headphones,Electronics,3,2999,15,449.85,7647.45,Cash,Completed
ORD-0179,2025-12-09,Turvi Barman,uguha@example.net,Chennai,Keyboard,Electronics,1,999,5,49.95,949.05,Net Banking,Completed
ORD-0180,2025-11-27,David Seshadri,,Ludhiana,Monitor,Electronics,3,18000,5,900.0,51300.0,Credit Card,Returned
ORD-0181,2026-02-01,Balveer Kota,hsarna@example.net,Kolkata,Headphones,Electronics,1,2999,0,0.0,2999.0,Net Banking,Completed
ORD-0182,2026-01-18,Januja Pradhan,lila65@example.net,Kolkata,Notebook,Stationery,3,120,0,0.0,360.0,Debit Card,Completed
ORD-0183,2026-01-14,Gaurika Bhatti,girindra86@example.com,Pune,Laptop,Electronics,5,55000,15,8250.0,233750.0,Debit Card,Completed
ORD-0184,2025-09-01,Gauri Bumb,inayamukherjee@example.net,Hyderabad,Pen Set,Stationery,2,250,15,37.5,425.0,Net Banking,Completed
ORD-0185,2026-02-22,Kai Chad,krisha52@example.net,Delhi,Keyboard,Electronics,1,999,15,149.85,849.15,Debit Card,Returned
ORD-0186,2026-02-23,Pallavi Trivedi,andrew54@example.org,Bangalore,Laptop,Electronics,5,55000,0,0.0,275000.0,UPI,Completed
ORD-0187,2025-08-18,Vedika Handa,lakshdubey@example.org,Hyderabad,Pen Set,Stationery,4,250,0,0.0,1000.0,Credit Card,Pending
